1719469426.263268,1.397300,-2.030000,0.247330,0.704598,0.039711,0.037131,0.707521
1719469426.273268,1.397300,-2.030000,0.247339,0.704605,0.039706,0.037129,0.707514
1719469426.283267,1.397300,-2.030000,0.247330,0.704624,0.039712,0.037116,0.707496
1719469426.293268,1.397300,-2.030000,0.247326,0.704630,0.039666,0.037125,0.707492
1719469426.303267,1.397300,-2.030000,0.247320,0.704630,0.039675,0.037109,0.707492
1719469426.313268,1.397300,-2.030000,0.247313,0.704598,0.039669,0.037110,0.707524
1719469426.323268,1.397300,-2.030000,0.247301,0.704605,0.039639,0.037116,0.707519
1719469426.333268,1.397300,-2.030000,0.247321,0.704611,0.039640,0.037120,0.707513
1719469426.343268,1.397300,-2.030000,0.247334,0.704612,0.039648,0.037124,0.707511
1719469426.353268,1.397300,-2.030000,0.247346,0.704614,0.039631,0.037142,0.707509
1719469426.363268,1.397300,-2.030000,0.247357,0.704626,0.039666,0.037128,0.707496
1719469426.373268,1.397300,-2.030000,0.247369,0.704625,0.039707,0.037128,0.707495
1719469426.383268,1.397300,-2.030000,0.247370,0.704617,0.039707,0.037125,0.707503
1719469426.393268,1.397300,-2.030000,0.247366,0.704612,0.039726,0.037125,0.707506
1719469426.403268,1.397300,-2.030000,0.247360,0.704606,0.039718,0.037120,0.707513
1719469426.413268,1.397300,-2.030000,0.247346,0.704631,0.039709,0.037123,0.707489
1719469426.423268,1.397300,-2.030000,0.247349,0.704626,0.039694,0.037127,0.707494
1719469426.433268,1.397300,-2.030000,0.247350,0.704629,0.039702,0.037138,0.707490
1719469426.443268,1.397300,-2.030000,0.247346,0.704624,0.039692,0.037137,0.707496
1719469426.453268,1.397300,-2.030000,0.247340,0.704626,0.039710,0.037122,0.707494
1719469426.463268,1.397300,-2.030000,0.247340,0.704622,0.039695,0.037127,0.707498
1719469426.473268,1.397300,-2.030000,0.247340,0.704629,0.039700,0.037128,0.707491
1719469426.483268,1.397300,-2.030000,0.247329,0.704612,0.039677,0.037116,0.707509
1719469426.493268,1.397300,-2.030000,0.247320,0.704613,0.039687,0.037110,0.707509
1719469426.503268,1.397300,-2.030000,0.247320,0.704612,0.039698,0.037111,0.707509
1719469426.513268,1.397300,-2.030000,0.247320,0.704605,0.039704,0.037093,0.707517
1719469426.523268,1.397300,-2.030000,0.247320,0.704594,0.039677,0.037078,0.707530
1719469426.533268,1.397300,-2.030000,0.247320,0.704600,0.039689,0.037096,0.707522
1719469426.543267,1.397300,-2.030000,0.247320,0.704607,0.039691,0.037096,0.707515
1719469426.553268,1.397300,-2.030000,0.247320,0.704632,0.039693,0.037096,0.707490
1719469426.564268,1.397300,-2.030000,0.247312,0.704623,0.039692,0.037109,0.707498
1719469426.574268,1.397300,-2.030000,0.247310,0.704634,0.039719,0.037105,0.707486
1719469426.584268,1.397300,-2.030000,0.247295,0.704652,0.039729,0.037107,0.707468
1719469426.594268,1.397300,-2.030000,0.247310,0.704660,0.039722,0.037112,0.707460
1719469426.604268,1.397300,-2.030000,0.247310,0.704649,0.039714,0.037109,0.707471
1719469426.614268,1.397300,-2.030000,0.247318,0.704645,0.039724,0.037089,0.707476
1719469426.624268,1.397300,-2.030000,0.247320,0.704648,0.039719,0.037107,0.707472
1719469426.634268,1.397300,-2.030000,0.247338,0.704622,0.039697,0.037094,0.707500
1719469426.644268,1.397300,-2.030000,0.247325,0.704614,0.039711,0.037080,0.707508
