1719469475.8805757 -0.052996 0.085331 0.104947 0.005901 -0.012411 0.051266 0.998590
1719469475.9472880 -0.061096 0.106935 0.111240 0.010365 -0.018691 0.069737 0.997336
1719469476.0140002 -0.067652 0.129736 0.115224 0.014280 -0.018476 0.090357 0.995636
1719469476.0807123 -0.072625 0.153603 0.117311 0.016031 -0.012657 0.112163 0.993480
1719469476.1474230 -0.073669 0.178998 0.116553 0.016568 -0.007588 0.134689 0.990720
1719469476.2141335 -0.077950 0.203551 0.117338 0.021134 -0.006882 0.158978 0.987032
1719469476.2808440 -0.080839 0.233208 0.116823 0.028252 -0.007588 0.184587 0.982381
1719469476.3475544 -0.079294 0.263079 0.117241 0.024173 -0.001469 0.204056 0.978660
1719469476.4142647 -0.073226 0.294863 0.119003 0.014244 0.008659 0.217113 0.976004
1719469476.4809749 -0.062121 0.317562 0.122215 0.004845 0.008470 0.223614 0.974629
1719469476.5476851 -0.047764 0.339862 0.127388 -0.003938 0.002002 0.219236 0.975662
1719469476.6143954 -0.027607 0.363134 0.132892 -0.008018 -0.002834 0.221483 0.975127
1719469476.6811051 -0.000317 0.374469 0.138341 -0.002358 -0.000887 0.230109 0.973162
1719469476.7478151 0.026734 0.379063 0.145829 0.005754 -0.003689 0.238129 0.971209
1719469476.8145251 0.054085 0.378804 0.155503 0.008198 -0.012415 0.246318 0.969075
1719469476.8812351 0.078929 0.374067 0.166050 0.005367 -0.027571 0.250046 0.967826
1719469476.9479449 0.103490 0.366104 0.178652 -0.000720 -0.041069 0.249904 0.967399
1719469477.0146546 0.126397 0.353523 0.192882 -0.006421 -0.047032 0.242204 0.969064
1719469477.0813642 0.147457 0.335105 0.206460 -0.006683 -0.049932 0.228027 0.972351
1719469477.1480765 0.166773 0.312013 0.220181 0.000302 -0.054225 0.207848 0.976657
1719469477.2815006 0.195360 0.254409 0.244825 0.023807 -0.071383 0.170212 0.982530
1719469477.3482125 0.207462 0.226662 0.251649 0.029923 -0.073488 0.149770 0.985532
1719469477.4149244 0.214000 0.197892 0.253966 0.030434 -0.073553 0.133558 0.987839
1719469477.5483479 0.220239 0.138969 0.258442 0.012964 -0.065524 0.109205 0.991772
1719469477.6150596 0.224677 0.108519 0.260528 0.006618 -0.061686 0.092543 0.993774
1719469477.7484829 0.221864 0.049149 0.260151 0.001985 -0.057446 0.052630 0.996958
1719469477.8151944 0.214126 0.021786 0.261245 0.001285 -0.056105 0.031842 0.997916
1719469477.9486175 0.195232 -0.035134 0.257968 0.000942 -0.054948 0.002586 0.998485
1719469478.0153286 0.181935 -0.062557 0.254304 -0.000776 -0.051015 -0.009502 0.998652
1719469478.0820401 0.171301 -0.092046 0.247031 -0.007142 -0.044265 -0.021166 0.998770
1719469478.2154672 0.133023 -0.135523 0.225994 -0.012663 -0.027690 -0.047602 0.998402
1719469478.2821810 0.114041 -0.154461 0.212308 -0.013402 -0.018279 -0.061317 0.997861
1719469478.4156079 0.074661 -0.175072 0.187951 -0.017709 -0.010966 -0.071914 0.997193
1719469478.4823213 0.056361 -0.176896 0.175373 -0.018581 -0.006832 -0.074817 0.997001
1719469478.6157484 0.020053 -0.162163 0.149104 -0.021435 0.000602 -0.078769 0.996662
1719469478.6824617 0.003157 -0.148293 0.133667 -0.008912 0.009072 -0.080969 0.996635
1719469478.7491748 -0.011547 -0.132895 0.118407 0.013982 0.016422 -0.078135 0.996709
1719469478.8826013 -0.021283 -0.095001 0.087663 0.040184 0.032244 -0.073398 0.995971
1719469478.9493146 -0.021011 -0.079868 0.074853 0.037771 0.030218 -0.055870 0.997266
