1719467321.4012675 -0.004677 0.003477 0.014452 0.000306 -0.026071 0.040280 0.998848
1719467321.4679813 -0.007359 0.007300 0.021178 -0.007411 -0.030701 0.041978 0.998619
1719467321.5346956 -0.010629 0.011615 0.027307 -0.014423 -0.036096 0.049958 0.997995
1719467321.6014106 -0.016952 0.017539 0.035564 -0.021090 -0.046744 0.053530 0.997249
1719467321.6684954 -0.024130 0.024925 0.042979 -0.027508 -0.057249 0.054034 0.996517
1719467321.7359557 -0.031896 0.033469 0.049865 -0.029119 -0.066026 0.055175 0.995866
1719467321.8034258 -0.040546 0.042948 0.055463 -0.025448 -0.076827 0.059796 0.994924
1719467321.8709054 -0.048214 0.053298 0.060491 -0.016230 -0.086016 0.065684 0.993994
1719467321.9383943 -0.052798 0.064457 0.065366 -0.000373 -0.088010 0.075996 0.993216
1719467322.0058928 -0.055318 0.076703 0.071325 0.020696 -0.082386 0.085719 0.992692
1719467322.0734007 -0.056409 0.092142 0.077766 0.041148 -0.076580 0.085746 0.992517
1719467322.1409180 -0.057027 0.108008 0.084655 0.061048 -0.072844 0.085700 0.991777
1719467322.2084448 -0.056965 0.123030 0.091891 0.080779 -0.073553 0.085543 0.990327
1719467322.2759809 -0.053752 0.137716 0.100053 0.093248 -0.071591 0.085801 0.989352
1719467322.3435266 -0.048798 0.150942 0.108339 0.096164 -0.069011 0.089576 0.988922
1719467322.4110818 -0.042868 0.164593 0.114748 0.094251 -0.069427 0.090888 0.988957
1719467322.5124323 -0.029768 0.182052 0.126420 0.090421 -0.067432 0.097436 0.988829
1719467322.5800109 -0.019497 0.194271 0.137372 0.086100 -0.056785 0.100770 0.989549
1719467322.6475897 -0.004284 0.202293 0.141497 0.092006 -0.054101 0.098954 0.989351
1719467322.7142291 0.010542 0.210643 0.144403 0.113419 -0.057903 0.089684 0.987796
1719467322.7808671 0.022944 0.209216 0.154583 0.138095 -0.056446 0.079628 0.985598
1719467322.8475039 0.039072 0.205721 0.158946 0.144329 -0.055190 0.079597 0.984778
1719467322.9141393 0.055497 0.197074 0.159601 0.129401 -0.058686 0.082258 0.986430
1719467322.9807732 0.070288 0.196662 0.168921 0.103473 -0.060088 0.093595 0.988394
1719467323.0474060 0.089734 0.184864 0.171000 0.083972 -0.060079 0.105764 0.989016
1719467323.1140373 0.116863 0.154857 0.157183 0.081418 -0.056351 0.119571 0.987876
1719467323.1806674 0.143677 0.138805 0.158933 0.090695 -0.046962 0.130994 0.986108
1719467323.2472961 0.168815 0.122706 0.164433 0.102642 -0.051138 0.134005 0.984323
1719467323.3139236 0.186950 0.103651 0.170978 0.106909 -0.069725 0.127304 0.983617
1719467323.3472369 0.188756 0.090517 0.173573 0.103374 -0.084176 0.122558 0.983467
1719467323.4138622 0.198011 0.069880 0.179178 0.085577 -0.114455 0.112008 0.983377
1719467323.4804864 0.206488 0.046580 0.184141 0.065681 -0.131006 0.097500 0.984387
1719467323.5471091 0.209441 0.017511 0.189930 0.063574 -0.129285 0.077135 0.986557
1719467323.6137307 0.216655 -0.014863 0.192599 0.076799 -0.121940 0.047819 0.988406
1719467323.6803637 0.211466 -0.044782 0.192463 0.089113 -0.130632 0.023370 0.987141
1719467323.7470045 0.201258 -0.072393 0.192068 0.082669 -0.142638 -0.006364 0.986296
1719467323.8136437 0.189621 -0.097592 0.190453 0.059029 -0.140307 -0.046459 0.987254
1719467323.8802822 0.179023 -0.124690 0.186915 0.042015 -0.127980 -0.070600 0.988368
1719467323.9469190 0.157588 -0.143759 0.185007 0.027831 -0.124585 -0.085388 0.988136
1719467324.0135546 0.138624 -0.159143 0.179805 0.011995 -0.122582 -0.109829 0.986290
1719467324.0801890 0.121186 -0.174975 0.171316 0.003194 -0.117116 -0.133130 0.984149
1719467324.1468220 0.104650 -0.191507 0.160889 0.007215 -0.109969 -0.151760 0.982254
1719467324.2134538 0.086059 -0.204005 0.147820 0.007485 -0.105719 -0.164017 0.980748
1719467324.2800841 0.066331 -0.209267 0.133972 -0.007701 -0.099192 -0.179428 0.978727
1719467324.3467133 0.044999 -0.214219 0.120572 -0.022420 -0.087027 -0.188048 0.978040
1719467324.4466548 0.014215 -0.204013 0.100525 -0.023178 -0.065809 -0.180537 0.981090
1719467324.5132809 -0.003464 -0.189745 0.086446 -0.024444 -0.059259 -0.178644 0.981823
1719467324.5799055 -0.022642 -0.170820 0.074657 -0.034605 -0.053107 -0.165582 0.984157
1719467324.6465309 -0.037830 -0.146674 0.062376 -0.047019 -0.045064 -0.145975 0.987142
1719467324.7131736 -0.044493 -0.122425 0.055715 -0.054336 -0.039614 -0.117617 0.990780
