1713421674.4316943 -0.007204011 -0.004620307 0.046690442 -0.005228582 -0.013223324 -0.010427701 0.999844522
1713421674.4984069 -0.011378273 -0.005213355 0.068715269 -0.005684407 -0.016779715 -0.009798951 0.999795034
1713421674.5651193 -0.014449876 -0.004973580 0.082177587 -0.004119816 -0.020303749 -0.009038635 0.999744511
1713421674.6318321 -0.017490411 -0.004585530 0.098787921 -0.003251920 -0.023778315 -0.008564205 0.999675283
1713421674.6985445 -0.020891769 -0.004083263 0.115954852 -0.002834976 -0.029408013 -0.008621297 0.999526290
1713421674.7652566 -0.024431544 -0.002783017 0.130500544 -0.001567518 -0.035635371 -0.007703342 0.999333939
1713421674.8319690 -0.026564938 -0.002923269 0.144009185 0.000930025 -0.039118636 -0.007446269 0.999206395
1713421674.8986814 -0.027035797 -0.001514665 0.150778320 0.004209623 -0.040557009 -0.008325557 0.999133671
1713421674.9653935 -0.028277065 -0.001472790 0.164662485 0.005955327 -0.041392036 -0.009638867 0.999078738
1713421675.0321057 -0.028908438 -0.000196845 0.181529100 0.004053347 -0.040672243 -0.010947793 0.999104341
1713421675.0988178 -0.028968827 0.001236931 0.191654868 0.002543672 -0.040777077 -0.011682607 0.999096730
1713421675.1655297 -0.028508873 0.001230182 0.192429080 0.002268535 -0.043864145 -0.011356326 0.998970382
1713421675.2322419 -0.026464577 -0.000338590 0.188808918 0.001639428 -0.046382792 -0.009379307 0.998878360
1713421675.2989538 -0.028393170 0.000175786 0.204441275 0.001465156 -0.046766088 -0.008093026 0.998872008
1713421675.3656657 -0.029138379 0.000951372 0.214912314 0.002684428 -0.045976870 -0.007304482 0.998912191
1713421675.4323776 -0.028397623 0.000104990 0.229205484 0.007443023 -0.041828507 -0.006916366 0.999073141
1713421675.4990919 -0.026985942 -0.000826076 0.229032713 0.010383106 -0.041387615 -0.007999497 0.999057188
1713421675.5658059 -0.023542685 -0.001399027 0.216949337 0.011019995 -0.041292265 -0.008661269 0.999048793
1713421675.6325200 -0.022456928 0.000508224 0.214853243 0.007660676 -0.042144535 -0.009144932 0.999040301
1713421675.6992342 -0.022534133 0.002779271 0.213987864 0.004063089 -0.044913134 -0.009000810 0.998942084
1713421675.7659483 -0.023598670 0.004130301 0.220083921 0.001907863 -0.048090570 -0.008140551 0.998807984
1713421675.8326621 -0.024864007 0.005470011 0.227336313 0.001824310 -0.052049132 -0.006749812 0.998620048
1713421675.8993762 -0.025544685 0.007066314 0.233643704 0.001962252 -0.054717896 -0.006487527 0.998478850
1713421675.9660902 -0.024859558 0.008395071 0.240906681 0.001845925 -0.057800132 -0.007941722 0.998294879
1713421676.0328043 -0.025211762 0.009123542 0.248348226 0.000542457 -0.061680894 -0.006731922 0.998073071
1713421676.0995181 -0.025935578 0.011678197 0.256431245 -0.003852405 -0.067477301 -0.007385067 0.997686040
1713421676.1662319 -0.026768396 0.014515401 0.263556481 -0.007001466 -0.073732399 -0.008015224 0.997221274
1713421676.2329459 -0.028305675 0.016913686 0.277133591 -0.008379068 -0.079598213 -0.009495765 0.996746581
1713421676.2996595 -0.030263717 0.020717722 0.287239106 -0.007636397 -0.084119437 -0.010672496 0.996369261
1713421676.3663733 -0.032785971 0.024656940 0.291405645 -0.005959730 -0.088232317 -0.012691431 0.996001239
1713421676.4330869 -0.035576584 0.029362359 0.300075568 -0.004965332 -0.090401915 -0.014632938 0.995785477
