1713420623.010419,2.532902,-0.300610,0.218349,0.001375,0.000000,-0.999828,0.018699
1713420623.020420,2.532823,-0.300625,0.218375,0.001348,-0.000006,-0.999825,0.018674
1713420623.030419,2.532862,-0.300610,0.218364,0.001347,-0.000062,-0.999824,0.018709
1713420623.040420,2.532848,-0.300610,0.218365,0.001347,-0.000017,-0.999825,0.018661
1713420623.050420,2.532827,-0.300610,0.218375,0.001384,0.000093,-0.999827,0.018549
1713420623.060420,2.532898,-0.300600,0.218380,0.001396,0.000052,-0.999826,0.018584
1713420623.070420,2.532900,-0.300600,0.218370,0.001390,-0.000046,-0.999826,0.018599
1713420623.080420,2.532900,-0.300596,0.218378,0.001379,-0.000049,-0.999826,0.018576
1713420623.090420,2.532900,-0.300590,0.218385,0.001359,-0.000093,-0.999825,0.018644
1713420623.100420,2.532900,-0.300605,0.218387,0.001345,-0.000194,-0.999822,0.018815
1713420623.110420,2.532900,-0.300610,0.218380,0.001313,-0.000197,-0.999821,0.018862
1713420623.120420,2.532900,-0.300620,0.218382,0.001291,-0.000171,-0.999822,0.018830
1713420623.130419,2.532900,-0.300625,0.218388,0.001327,-0.000104,-0.999822,0.018816
1713420623.140419,2.532900,-0.300640,0.218380,0.001322,-0.000106,-0.999822,0.018798
1713420623.150419,2.532900,-0.300640,0.218387,0.001312,-0.000087,-0.999825,0.018659
1713420623.160420,2.532900,-0.300650,0.218380,0.001302,-0.000101,-0.999826,0.018630
1713420623.170419,2.532900,-0.300654,0.218382,0.001330,-0.000076,-0.999825,0.018664
1713420623.180420,2.532862,-0.300670,0.218394,0.001237,-0.000164,-0.999826,0.018634
1713420623.190419,2.532847,-0.300665,0.218395,0.001217,-0.000138,-0.999826,0.018596
1713420623.200420,2.532900,-0.300653,0.218368,0.001249,-0.000090,-0.999824,0.018745
1713420623.210419,2.532900,-0.300640,0.218360,0.001281,-0.000055,-0.999823,0.018764
1713420623.220420,2.532900,-0.300660,0.218383,0.001303,0.000008,-0.999826,0.018634
1713420623.230419,2.532900,-0.300649,0.218356,0.001380,0.000057,-0.999824,0.018695
1713420623.240420,2.532900,-0.300630,0.218369,0.001425,0.000084,-0.999825,0.018662
1713420623.250419,2.532900,-0.300623,0.218390,0.001425,0.000106,-0.999828,0.018518
1713420623.260420,2.532900,-0.300620,0.218400,0.001352,0.000061,-0.999828,0.018488
1713420623.270419,2.532900,-0.300608,0.218362,0.001355,-0.000002,-0.999825,0.018664
1713420623.280420,2.532900,-0.300600,0.218359,0.001331,-0.000045,-0.999824,0.018701
1713420623.290419,2.532900,-0.300610,0.218326,0.001327,-0.000055,-0.999823,0.018758
1713420623.297931,2.532900,-0.300624,0.218306,0.001305,-0.000075,-0.999822,0.018812
1713420623.307931,2.532900,-0.300630,0.218300,0.001344,-0.000004,-0.999823,0.018780
1713420623.317931,2.532808,-0.300630,0.218318,0.001302,-0.000017,-0.999825,0.018664
1713420623.327931,2.532887,-0.300630,0.218340,0.001292,0.000056,-0.999827,0.018565
1713420623.337931,2.532800,-0.300630,0.218342,0.001229,-0.000019,-0.999826,0.018593
1713420623.347931,2.532841,-0.300626,0.218346,0.001246,-0.000035,-0.999826,0.018611
1713420623.357931,2.532900,-0.300620,0.218340,0.001249,-0.000104,-0.999824,0.018731
1713420623.367931,2.532900,-0.300620,0.218331,0.001300,-0.000066,-0.999823,0.018756
1713420623.377931,2.532900,-0.300640,0.218350,0.001324,-0.000003,-0.999825,0.018686
1713420623.387931,2.532900,-0.300642,0.218352,0.001346,0.000027,-0.999824,0.018735
1713420623.397931,2.532900,-0.300654,0.218356,0.001350,0.000065,-0.999824,0.018719
1713420623.407931,2.532900,-0.300667,0.218370,0.001352,0.000076,-0.999825,0.018646
1713420623.417931,2.532900,-0.300670,0.218362,0.001321,0.000045,-0.999825,0.018673
1713420623.427931,2.532900,-0.300669,0.218354,0.001304,-0.000080,-0.999822,0.018810
1713420623.437931,2.532900,-0.300657,0.218382,0.001335,-0.000018,-0.999824,0.018694
1713420623.447931,2.532900,-0.300636,0.218394,0.001347,-0.000007,-0.999826,0.018625
1713420623.457931,2.532900,-0.300630,0.218393,0.001334,-0.000040,-0.999826,0.018618
1713420623.467931,2.532900,-0.300621,0.218417,0.001343,0.000039,-0.999827,0.018543
1713420623.477931,2.532900,-0.300612,0.218378,0.001355,0.000046,-0.999826,0.018594
1713420623.487931,2.532900,-0.300630,0.218360,0.001295,-0.000007,-0.999825,0.018648
1713420623.497931,2.532900,-0.300630,0.218360,0.001280,-0.000019,-0.999824,0.018714
1713420623.507931,2.532900,-0.300623,0.218353,0.001311,0.000077,-0.999825,0.018684
1713420623.517931,2.532900,-0.300620,0.218332,0.001281,-0.000059,-0.999821,0.018886
1713420623.527931,2.532900,-0.300640,0.218373,0.001261,0.000050,-0.999824,0.018697
1713420623.537931,2.532900,-0.300640,0.218390,0.001283,0.000087,-0.999826,0.018606
1713420623.547931,2.532900,-0.300644,0.218390,0.001288,0.000116,-0.999827,0.018530
1713420623.557931,2.532900,-0.300663,0.218410,0.001260,0.000143,-0.999828,0.018515
1713420623.567931,2.532900,-0.300661,0.218429,0.001269,0.000172,-0.999831,0.018352
1713420623.577931,2.532900,-0.300646,0.218398,0.001291,0.000072,-0.999827,0.018578
